part,image_path,label
kos30,data/raw/KolektorSDD-boxes/kos30/Part2.jpg,0
kos30,data/raw/KolektorSDD-boxes/kos30/Part3.jpg,0
kos30,data/raw/KolektorSDD-boxes/kos30/Part4.jpg,0
kos30,data/raw/KolektorSDD-boxes/kos30/Part5.jpg,0
kos30,data/raw/KolektorSDD-boxes/kos30/Part6.jpg,0
kos30,data/raw/KolektorSDD-boxes/kos30/Part7.jpg,0
kos31,data/raw/KolektorSDD-boxes/kos31/Part0.jpg,0
kos31,data/raw/KolektorSDD-boxes/kos31/Part1.jpg,1
kos31,data/raw/KolektorSDD-boxes/kos31/Part2.jpg,0
kos31,data/raw/KolektorSDD-boxes/kos31/Part3.jpg,0
kos31,data/raw/KolektorSDD-boxes/kos31/Part4.jpg,0
kos31,data/raw/KolektorSDD-boxes/kos31/Part5.jpg,0
kos31,data/raw/KolektorSDD-boxes/kos31/Part6.jpg,0
kos31,data/raw/KolektorSDD-boxes/kos31/Part7.jpg,0
kos33,data/raw/KolektorSDD-boxes/kos33/Part0.jpg,0
kos33,data/raw/KolektorSDD-boxes/kos33/Part1.jpg,0
kos33,data/raw/KolektorSDD-boxes/kos33/Part2.jpg,0
kos33,data/raw/KolektorSDD-boxes/kos33/Part3.jpg,0
kos33,data/raw/KolektorSDD-boxes/kos33/Part4.jpg,0
kos33,data/raw/KolektorSDD-boxes/kos33/Part5.jpg,0
kos33,data/raw/KolektorSDD-boxes/kos33/Part6.jpg,1
kos33,data/raw/KolektorSDD-boxes/kos33/Part7.jpg,0
kos34,data/raw/KolektorSDD-boxes/kos34/Part0.jpg,1
kos34,data/raw/KolektorSDD-boxes/kos34/Part1.jpg,0
kos34,data/raw/KolektorSDD-boxes/kos34/Part2.jpg,0
kos34,data/raw/KolektorSDD-boxes/kos34/Part3.jpg,0
kos34,data/raw/KolektorSDD-boxes/kos34/Part4.jpg,0
kos34,data/raw/KolektorSDD-boxes/kos34/Part5.jpg,0
kos34,data/raw/KolektorSDD-boxes/kos34/Part6.jpg,0
kos34,data/raw/KolektorSDD-boxes/kos34/Part7.jpg,0
kos35,data/raw/KolektorSDD-boxes/kos35/Part0.jpg,0
kos35,data/raw/KolektorSDD-boxes/kos35/Part1.jpg,0
kos35,data/raw/KolektorSDD-boxes/kos35/Part2.jpg,0
kos35,data/raw/KolektorSDD-boxes/kos35/Part3.jpg,0
kos35,data/raw/KolektorSDD-boxes/kos35/Part4.jpg,0
kos35,data/raw/KolektorSDD-boxes/kos35/Part5.jpg,1
kos35,data/raw/KolektorSDD-boxes/kos35/Part6.jpg,0
kos35,data/raw/KolektorSDD-boxes/kos35/Part7.jpg,0
kos36,data/raw/KolektorSDD-boxes/kos36/Part0.jpg,0
kos36,data/raw/KolektorSDD-boxes/kos36/Part1.jpg,0
kos36,data/raw/KolektorSDD-boxes/kos36/Part2.jpg,0
kos36,data/raw/KolektorSDD-boxes/kos36/Part3.jpg,1
kos36,data/raw/KolektorSDD-boxes/kos36/Part4.jpg,0
kos36,data/raw/KolektorSDD-boxes/kos36/Part5.jpg,0
kos36,data/raw/KolektorSDD-boxes/kos36/Part6.jpg,0
kos36,data/raw/KolektorSDD-boxes/kos36/Part7.jpg,0
kos37,data/raw/KolektorSDD-boxes/kos37/Part0.jpg,1
kos37,data/raw/KolektorSDD-boxes/kos37/Part1.jpg,0
kos37,data/raw/KolektorSDD-boxes/kos37/Part2.jpg,0
kos37,data/raw/KolektorSDD-boxes/kos37/Part3.jpg,0
kos37,data/raw/KolektorSDD-boxes/kos37/Part4.jpg,0
kos37,data/raw/KolektorSDD-boxes/kos37/Part5.jpg,0
kos37,data/raw/KolektorSDD-boxes/kos37/Part6.jpg,0
kos37,data/raw/KolektorSDD-boxes/kos37/Part7.jpg,0
kos38,data/raw/KolektorSDD-boxes/kos38/Part0.jpg,1
kos38,data/raw/KolektorSDD-boxes/kos38/Part1.jpg,1
kos38,data/raw/KolektorSDD-boxes/kos38/Part2.jpg,0
kos38,data/raw/KolektorSDD-boxes/kos38/Part3.jpg,0
kos38,data/raw/KolektorSDD-boxes/kos38/Part4.jpg,0
kos38,data/raw/KolektorSDD-boxes/kos38/Part5.jpg,0
kos38,data/raw/KolektorSDD-boxes/kos38/Part6.jpg,0
kos38,data/raw/KolektorSDD-boxes/kos38/Part7.jpg,0
kos40,data/raw/KolektorSDD-boxes/kos40/Part0.jpg,0
kos40,data/raw/KolektorSDD-boxes/kos40/Part1.jpg,0
kos40,data/raw/KolektorSDD-boxes/kos40/Part2.jpg,0
kos40,data/raw/KolektorSDD-boxes/kos40/Part3.jpg,0
kos40,data/raw/KolektorSDD-boxes/kos40/Part4.jpg,0
kos40,data/raw/KolektorSDD-boxes/kos40/Part5.jpg,1
kos40,data/raw/KolektorSDD-boxes/kos40/Part6.jpg,0
kos40,data/raw/KolektorSDD-boxes/kos40/Part7.jpg,0
kos41,data/raw/KolektorSDD-boxes/kos41/Part0.jpg,0
kos41,data/raw/KolektorSDD-boxes/kos41/Part1.jpg,0
kos41,data/raw/KolektorSDD-boxes/kos41/Part2.jpg,0
kos41,data/raw/KolektorSDD-boxes/kos41/Part3.jpg,0
kos41,data/raw/KolektorSDD-boxes/kos41/Part4.jpg,0
kos41,data/raw/KolektorSDD-boxes/kos41/Part5.jpg,0
kos41,data/raw/KolektorSDD-boxes/kos41/Part6.jpg,0
kos41,data/raw/KolektorSDD-boxes/kos41/Part7.jpg,1
kos42,data/raw/KolektorSDD-boxes/kos42/Part0.jpg,0
kos42,data/raw/KolektorSDD-boxes/kos42/Part1.jpg,0
kos42,data/raw/KolektorSDD-boxes/kos42/Part2.jpg,0
kos42,data/raw/KolektorSDD-boxes/kos42/Part3.jpg,1
kos42,data/raw/KolektorSDD-boxes/kos42/Part4.jpg,0
kos42,data/raw/KolektorSDD-boxes/kos42/Part5.jpg,0
kos42,data/raw/KolektorSDD-boxes/kos42/Part6.jpg,0
kos42,data/raw/KolektorSDD-boxes/kos42/Part7.jpg,0
kos44,data/raw/KolektorSDD-boxes/kos44/Part0.jpg,0
kos44,data/raw/KolektorSDD-boxes/kos44/Part1.jpg,0
kos44,data/raw/KolektorSDD-boxes/kos44/Part2.jpg,0
kos44,data/raw/KolektorSDD-boxes/kos44/Part3.jpg,0
kos44,data/raw/KolektorSDD-boxes/kos44/Part4.jpg,0
kos44,data/raw/KolektorSDD-boxes/kos44/Part5.jpg,0
kos44,data/raw/KolektorSDD-boxes/kos44/Part6.jpg,1
kos44,data/raw/KolektorSDD-boxes/kos44/Part7.jpg,0
kos45,data/raw/KolektorSDD-boxes/kos45/Part0.jpg,0
kos45,data/raw/KolektorSDD-boxes/kos45/Part1.jpg,0
kos45,data/raw/KolektorSDD-boxes/kos45/Part2.jpg,0
kos45,data/raw/KolektorSDD-boxes/kos45/Part3.jpg,1
kos45,data/raw/KolektorSDD-boxes/kos45/Part4.jpg,0
kos45,data/raw/KolektorSDD-boxes/kos45/Part5.jpg,0
kos45,data/raw/KolektorSDD-boxes/kos45/Part6.jpg,0
kos45,data/raw/KolektorSDD-boxes/kos45/Part7.jpg,0
kos46,data/raw/KolektorSDD-boxes/kos46/Part0.jpg,0
kos46,data/raw/KolektorSDD-boxes/kos46/Part1.jpg,0
kos46,data/raw/KolektorSDD-boxes/kos46/Part2.jpg,0
kos46,data/raw/KolektorSDD-boxes/kos46/Part3.jpg,0
kos46,data/raw/KolektorSDD-boxes/kos46/Part4.jpg,0
kos46,data/raw/KolektorSDD-boxes/kos46/Part5.jpg,0
kos46,data/raw/KolektorSDD-boxes/kos46/Part6.jpg,0
kos46,data/raw/KolektorSDD-boxes/kos46/Part7.jpg,1
kos47,data/raw/KolektorSDD-boxes/kos47/Part0.jpg,0
kos47,data/raw/KolektorSDD-boxes/kos47/Part1.jpg,0
kos47,data/raw/KolektorSDD-boxes/kos47/Part2.jpg,1
kos47,data/raw/KolektorSDD-boxes/kos47/Part3.jpg,0
kos47,data/raw/KolektorSDD-boxes/kos47/Part4.jpg,0
kos47,data/raw/KolektorSDD-boxes/kos47/Part5.jpg,0
kos47,data/raw/KolektorSDD-boxes/kos47/Part6.jpg,0
kos47,data/raw/KolektorSDD-boxes/kos47/Part7.jpg,0
kos49,data/raw/KolektorSDD-boxes/kos49/Part0.jpg,0
kos49,data/raw/KolektorSDD-boxes/kos49/Part1.jpg,0
kos49,data/raw/KolektorSDD-boxes/kos49/Part2.jpg,1
kos49,data/raw/KolektorSDD-boxes/kos49/Part3.jpg,0
kos49,data/raw/KolektorSDD-boxes/kos49/Part4.jpg,0
kos49,data/raw/KolektorSDD-boxes/kos49/Part5.jpg,0
kos49,data/raw/KolektorSDD-boxes/kos49/Part6.jpg,0
kos49,data/raw/KolektorSDD-boxes/kos49/Part7.jpg,0
